,ds,cnp_fi,cnp_fi_pred,day,hour,diff
0,2021-11-28 00:00:00,11.01,11.121803283691406,28,0,0.11180328369140646
1,2021-11-28 01:00:00,10.85,11.034178733825684,28,1,0.18417873382568395
2,2021-11-28 02:00:00,10.76,10.921363830566406,28,2,0.16136383056640646
3,2021-11-28 03:00:00,10.73,10.926484107971191,28,3,0.19648410797119098
4,2021-11-28 04:00:00,10.82,10.890257835388184,28,4,0.07025783538818331
5,2021-11-28 05:00:00,10.97,11.039144515991211,28,5,0.0691445159912103
6,2021-11-28 06:00:00,11.07,11.166272163391113,28,6,0.096272163391113
7,2021-11-28 07:00:00,11.31,11.340717315673828,28,7,0.030717315673827628
8,2021-11-28 08:00:00,11.45,11.56726360321045,28,8,0.11726360321044993
9,2021-11-28 09:00:00,11.72,11.713013648986816,28,9,0.006986351013184233
10,2021-11-28 10:00:00,11.83,11.763150215148926,28,10,0.06684978485107429
11,2021-11-28 11:00:00,11.79,11.724247932434082,28,11,0.06575206756591712
12,2021-11-28 12:00:00,11.78,11.799089431762695,28,12,0.019089431762695952
13,2021-11-28 13:00:00,11.75,11.797632217407227,28,13,0.04763221740722656
14,2021-11-28 14:00:00,11.95,11.85572338104248,28,14,0.09427661895751882
15,2021-11-28 15:00:00,12.24,12.009961128234863,28,15,0.23003887176513693
16,2021-11-28 16:00:00,12.25,12.14755630493164,28,16,0.10244369506835938
17,2021-11-28 17:00:00,12.35,12.37957763671875,28,17,0.029577636718750355
18,2021-11-28 18:00:00,12.35,12.363517761230469,28,18,0.013517761230469105
19,2021-11-28 19:00:00,12.09,12.304853439331055,28,19,0.21485343933105483
20,2021-11-28 20:00:00,11.69,12.137909889221191,28,20,0.4479098892211919
21,2021-11-28 21:00:00,11.93,11.905102729797363,28,21,0.024897270202636435
22,2021-11-28 22:00:00,11.85,11.739609718322754,28,22,0.11039028167724574
23,2021-11-28 23:00:00,11.51,11.498492240905762,28,23,0.011507759094238068
24,2021-11-29 00:00:00,11.25,11.384675025939941,29,0,0.1346750259399414
25,2021-11-29 01:00:00,11.07,11.270374298095703,29,1,0.20037429809570284
26,2021-11-29 02:00:00,11.04,11.263319969177246,29,2,0.22331996917724695
27,2021-11-29 03:00:00,11.15,11.35294246673584,29,3,0.2029424667358395
28,2021-11-29 04:00:00,11.5,11.54544734954834,29,4,0.045447349548339844
29,2021-11-29 05:00:00,12.2,11.972286224365234,29,5,0.22771377563476491
30,2021-11-29 06:00:00,12.65,12.451133728027344,29,6,0.1988662719726566
31,2021-11-29 07:00:00,12.84,12.770943641662598,29,7,0.0690563583374022
32,2021-11-29 08:00:00,12.77,12.986288070678711,29,8,0.21628807067871136
33,2021-11-29 09:00:00,12.7,13.014434814453125,29,9,0.3144348144531257
34,2021-11-29 10:00:00,12.68,12.928447723388672,29,10,0.24844772338867216
35,2021-11-29 11:00:00,12.73,12.789957046508789,29,11,0.059957046508788636
